"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","EmployeeCount","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","Over18","PercentSalaryHike","StandardHours","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance","avg_wrk_hr"
"1287",1287,36,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Male",2,"Sales Representative","Married",43200,3,"Y",17,8,0,5,2,1,0,0,3,3,2,4,3,7.18
"1288",1288,31,"No","Travel_Rarely","Research & Development",27,3,"Medical",1,"Female",2,"Research Director","Single",21320,1,"Y",18,8,0,11,3,11,1,8,3,3,3,4,3,6.1
"1289",1289,35,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Male",2,"Healthcare Representative","Single",101240,0,"Y",14,8,1,16,2,15,2,8,4,3,3,1,3,6.02
"1290",1290,45,"No","Travel_Rarely","Human Resources",14,3,"Human Resources",1,"Female",1,"Sales Executive","Married",54730,4,"Y",13,8,0,17,3,0,0,0,1,3,4,1,4,8.9
"1291",1291,37,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",3,"Sales Executive","Single",52070,4,"Y",17,8,3,16,3,5,0,2,3,3,1,3,4,6.6
"1292",1292,46,"No","Travel_Rarely","Research & Development",9,3,"Medical",1,"Male",3,"Manager","Divorced",164370,8,"Y",15,8,1,16,0,4,0,2,3,3,2,2,3,10.27
"1293",1293,30,"No","Travel_Rarely","Sales",18,3,"Life Sciences",1,"Male",4,"Human Resources","Married",22960,1,"Y",18,8,1,10,2,10,3,0,3,3,4,4,2,9.2
"1294",1294,35,"No","Travel_Rarely","Research & Development",20,4,"Life Sciences",1,"Female",3,"Human Resources","Single",40690,1,"Y",13,8,0,6,5,6,0,4,3,3,2,3,3,7.9
"1295",1295,55,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Married",74410,3,"Y",12,8,1,24,4,1,1,0,3,3,1,4,3,6.71
"1296",1296,38,"No","Non-Travel","Sales",11,1,"Marketing",1,"Male",2,"Laboratory Technician","Divorced",24300,7,"Y",13,8,2,17,2,13,1,9,4,3,2,4,3,8.81
"1297",1297,34,"No","Travel_Rarely","Research & Development",8,2,"Medical",1,"Male",1,"Research Scientist","Married",58780,1,"Y",14,8,0,5,1,5,1,3,3,3,1,2,3,8.01
"1298",1298,56,"No","Travel_Rarely","Human Resources",2,1,"Medical",1,"Male",2,"Sales Executive","Single",26440,4,"Y",11,8,1,37,2,6,0,2,3,3,4,4,2,6.31
"1299",1299,23,"No","Travel_Rarely","Research & Development",10,3,"Medical",1,"Male",2,"Laboratory Technician","Divorced",64390,3,"Y",22,8,3,3,2,0,0,0,3,4,3,1,3,6.41
"1300",1300,51,"No","Travel_Rarely","Research & Development",29,4,"Life Sciences",1,"Female",5,"Manufacturing Director","Married",24510,3,"Y",17,8,0,10,2,4,0,3,2,3,4,4,3,6.76
"1301",1301,30,"No","Travel_Rarely","Sales",8,2,"Technical Degree",1,"Male",1,"Sales Representative","Married",63920,1,"Y",21,8,1,11,2,11,10,8,4,4,3,4,3,7.62
"1302",1302,46,"Yes","Travel_Rarely","Sales",1,2,"Medical",1,"Female",2,"Research Scientist","Single",97140,1,"Y",22,8,0,9,0,9,4,7,3,4,3,4,3,6.2
"1303",1303,40,"No","Travel_Frequently","Research & Development",6,3,"Medical",1,"Male",1,"Healthcare Representative","Married",60770,1,"Y",16,8,2,22,2,22,11,11,2,3,3,2,2,7.4
"1304",1304,51,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Female",5,"Sales Representative","Single",24500,0,"Y",12,8,1,11,2,10,1,0,3,3,3,4,1,10.09
"1305",1305,30,"No","Travel_Rarely","Research & Development",9,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",92500,1,"Y",12,8,3,11,0,11,2,7,3,3,3,2,2,8.07
"1306",1306,46,"No","Travel_Frequently","Research & Development",12,1,"Medical",1,"Male",1,"Laboratory Technician","Married",20740,2,"Y",15,8,1,21,3,10,9,5,3,3,3,1,2,9.02
"1307",1307,32,"No","Travel_Rarely","Sales",15,3,"Marketing",1,"Male",1,"Research Scientist","Single",101690,1,"Y",14,8,0,12,6,11,5,7,2,3,2,3,3,7.31
"1308",1308,54,"No","Travel_Rarely","Research & Development",25,1,"Medical",1,"Female",1,"Laboratory Technician","Married",48550,9,"Y",25,8,1,16,2,4,0,3,2,4,1,3,1,7.59
"1309",1309,24,"No","Travel_Rarely","Sales",6,2,"Marketing",1,"Male",2,"Research Scientist","Married",40870,0,"Y",20,8,3,4,1,3,0,2,3,4,1,3,2,7.8
"1310",1310,28,"No","Non-Travel","Sales",9,4,"Medical",1,"Male",2,"Laboratory Technician","Married",23670,1,"Y",13,8,0,5,2,5,0,4,2,3,2,3,4,5.99
"1311",1311,58,"No","Travel_Rarely","Research & Development",8,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",29720,0,"Y",14,8,0,38,2,37,1,8,4,3,4,3,2,7.08
"1312",1312,44,"No","Non-Travel","Research & Development",23,2,"Medical",1,"Female",1,"Research Scientist","Married",195860,4,"Y",16,8,0,17,3,3,1,2,2,3,2,2,4,6.73
"1314",1314,32,"No","Travel_Rarely","Human Resources",12,2,"Human Resources",1,"Female",1,"Sales Representative","Single",20610,1,"Y",15,8,1,1,2,1,0,0,2,3,4,1,3,7.96
"1315",1315,20,"Yes","Travel_Frequently","Sales",4,4,"Life Sciences",1,"Female",2,"Healthcare Representative","Single",99240,1,"Y",22,8,0,1,3,1,1,0,3,4,4,4,3,10.71
"1316",1316,34,"No","Travel_Rarely","Research & Development",1,4,"Other",1,"Male",4,"Laboratory Technician","Single",41980,1,"Y",22,8,1,16,2,16,2,10,2,4,1,3,3,7.62
"1317",1317,37,"No","Non-Travel","Sales",24,2,"Life Sciences",1,"Male",1,"Research Scientist","Divorced",68150,5,"Y",20,8,1,17,3,1,0,0,3,4,3,4,4,7.78
"1318",1318,59,"No","Non-Travel","Research & Development",12,2,"Life Sciences",1,"Male",2,"Sales Executive","Married",47230,9,"Y",14,8,0,30,0,3,2,2,3,3,3,4,3,7.21
"1319",1319,50,"No","Travel_Frequently","Research & Development",3,4,"Medical",1,"Male",4,"Research Scientist","Married",61420,3,"Y",13,8,2,28,3,8,0,7,2,3,1,2,2,9.58
"1320",1320,25,"Yes","Travel_Rarely","Sales",10,1,"Marketing",1,"Male",2,"Research Director","Single",82370,1,"Y",13,8,0,6,6,6,0,3,2,3,3,3,3,8.51
"1321",1321,25,"No","Travel_Rarely","Research & Development",26,3,"Technical Degree",1,"Male",1,"Laboratory Technician","Married",88530,1,"Y",22,8,1,2,3,2,2,1,3,4,4,4,3,7.7
"1322",1322,22,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",1,"Sales Representative","Single",193310,1,"Y",12,8,1,1,2,0,0,0,3,3,2,4,3,6.26
"1323",1323,51,"No","Travel_Frequently","Research & Development",1,3,"Life Sciences",1,"Female",1,"Sales Executive","Single",20730,3,"Y",14,8,1,23,4,13,12,8,3,3,1,1,2,7.49
"1325",1325,54,"No","Non-Travel","Research & Development",9,3,"Life Sciences",1,"Male",1,"Laboratory Technician","Single",196130,2,"Y",17,8,0,23,5,5,4,4,3,3,4,4,3,8.14
"1326",1326,24,"No","Travel_Rarely","Research & Development",2,1,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",34070,0,"Y",13,8,1,6,4,5,1,2,3,3,2,3,3,6.49
"1327",1327,34,"No","Travel_Rarely","Sales",4,3,"Marketing",1,"Female",2,"Sales Representative","Divorced",50630,6,"Y",12,8,1,12,2,1,0,0,3,3,3,2,3,6
"1328",1328,37,"No","Travel_Rarely","Sales",6,1,"Technical Degree",1,"Male",1,"Laboratory Technician","Single",46390,2,"Y",12,8,2,12,3,5,1,3,3,3,3,4,3,6.22
"1329",1329,34,"No","Travel_Rarely","Sales",9,2,"Medical",1,"Male",2,"Healthcare Representative","Single",48760,2,"Y",21,8,1,14,3,11,5,8,3,4,3,1,3,7.86
"1330",1330,36,"No","Travel_Frequently","Human Resources",7,3,"Medical",1,"Male",1,"Research Scientist","Married",26900,0,"Y",11,8,0,10,1,9,2,8,3,3,2,4,3,7.98
"1331",1331,36,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",2,"Manufacturing Director","Divorced",175670,5,"Y",13,8,0,7,6,1,0,0,3,3,1,4,3,7.5
"1332",1332,43,"No","Travel_Frequently","Research & Development",3,4,"Life Sciences",1,"Male",1,"Sales Executive","Married",24080,1,"Y",12,8,1,25,3,25,4,12,3,3,3,4,4,8.7
"1333",1333,30,"No","Travel_Frequently","Research & Development",10,3,"Life Sciences",1,"Female",3,"Healthcare Representative","Divorced",28140,1,"Y",24,8,0,10,2,10,0,9,3,4,1,3,2,7.91
"1334",1334,33,"No","Non-Travel","Sales",7,3,"Life Sciences",1,"Male",2,"Sales Executive","Married",112450,0,"Y",21,8,0,8,3,7,0,7,3,4,3,2,4,6.71
"1335",1335,56,"Yes","Travel_Rarely","Research & Development",15,3,"Life Sciences",1,"Male",2,"Laboratory Technician","Married",33120,9,"Y",19,8,0,7,1,5,4,3,1,3,2,2,3,9.01
"1336",1336,51,"No","Travel_Rarely","Research & Development",3,2,"Other",1,"Female",2,"Sales Representative","Single",190490,7,"Y",14,8,1,23,2,20,15,15,3,3,1,3,3,6.69
"1337",1337,31,"Yes","Travel_Rarely","Research & Development",2,4,"Technical Degree",1,"Female",3,"Sales Executive","Married",21410,4,"Y",20,8,0,12,2,7,7,7,3,4,2,3,2,8.4
"1338",1338,26,"No","Travel_Rarely","Sales",17,3,"Medical",1,"Female",2,"Manager","Married",57690,1,"Y",19,8,0,5,4,5,4,3,2,3,3,2,2,7.69
"1339",1339,58,"Yes","Travel_Rarely","Sales",2,2,"Medical",1,"Female",1,"Research Scientist","Married",43850,1,"Y",13,8,1,40,2,40,15,6,2,3,4,4,2,7.55
"1340",1340,19,"Yes","Travel_Rarely","Research & Development",5,2,"Life Sciences",1,"Male",1,"Manager","Single",53320,1,"Y",23,8,1,0,2,0,0,0,3,4,4,3,2,9.36
"1341",1341,22,"No","Travel_Rarely","Sales",29,4,"Technical Degree",1,"Male",1,"Sales Executive","Married",46630,0,"Y",13,8,1,3,1,2,2,1,3,3,3,4,3,6.38
"1342",1342,49,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences",1,"Female",1,"Sales Executive","Married",47240,1,"Y",11,8,1,16,3,15,5,11,2,3,3,1,2,7.19
"1343",1343,43,"No","Travel_Frequently","Sales",2,2,"Life Sciences",1,"Male",1,"Sales Executive","Single",32110,4,"Y",13,8,0,18,2,3,1,2,4,3,2,3,3,7.98
"1344",1344,50,"No","Travel_Frequently","Research & Development",19,4,"Life Sciences",1,"Male",2,"Sales Executive","Single",53770,4,"Y",14,8,1,16,3,2,2,1,4,3,3,4,3,7.08
"1345",1345,31,"Yes","Travel_Rarely","Research & Development",15,1,"Medical",1,"Female",2,"Sales Executive","Married",40660,3,"Y",22,8,0,4,2,2,2,2,2,4,2,3,3,8.41
"1346",1346,41,"No","Travel_Rarely","Research & Development",17,2,"Other",1,"Male",1,"Manufacturing Director","Divorced",52080,3,"Y",11,8,3,12,2,9,0,7,1,3,3,3,3,8.12
"1347",1347,26,"No","Travel_Rarely","Research & Development",17,4,"Life Sciences",1,"Male",2,"Sales Executive","Married",48770,1,"Y",13,8,1,8,5,8,5,7,4,3,3,3,3,7.95
"1348",1348,36,"No","Travel_Rarely","Human Resources",25,1,"Human Resources",1,"Male",2,"Research Scientist","Divorced",31170,6,"Y",21,8,1,7,2,3,0,1,4,4,2,2,3,6.8
"1349",1349,51,"Yes","Travel_Frequently","Research & Development",6,3,"Life Sciences",1,"Female",1,"Manager","Single",15690,2,"Y",11,8,0,18,2,4,0,3,4,3,1,4,3,7.19
"1350",1350,39,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences",1,"Female",1,"Research Scientist","Married",196580,4,"Y",13,8,1,17,3,15,5,9,4,3,4,3,4,7.88
"1351",1351,25,"No","Travel_Rarely","Sales",29,1,"Medical",1,"Female",3,"Research Scientist","Married",30690,2,"Y",14,8,1,6,3,2,2,2,2,3,1,3,3,7.79
"1352",1352,30,"No","Travel_Rarely","Research & Development",21,1,"Medical",1,"Male",2,"Laboratory Technician","Married",104350,0,"Y",11,8,0,12,5,11,4,7,3,3,3,4,1,9.99
"1353",1353,32,"Yes","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",2,"Research Director","Single",41480,7,"Y",15,8,0,10,0,5,0,4,2,3,1,1,4,7.9
"1354",1354,45,"No","Travel_Rarely","Research & Development",2,1,"Technical Degree",1,"Female",2,"Healthcare Representative","Single",57680,5,"Y",23,8,1,9,4,6,0,3,3,4,3,4,2,7.37
"1355",1355,38,"No","Travel_Rarely","Research & Development",7,4,"Life Sciences",1,"Female",2,"Research Director","Single",50420,3,"Y",16,8,1,19,4,3,2,2,3,3,4,3,3,10.42
"1356",1356,30,"No","Travel_Rarely","Sales",13,3,"Marketing",1,"Female",2,"Laboratory Technician","Single",57700,1,"Y",16,8,1,5,2,5,0,4,4,3,1,3,2,6.68
"1357",1357,32,"No","Travel_Frequently","Sales",2,3,"Marketing",1,"Male",3,"Laboratory Technician","Divorced",77560,0,"Y",21,8,0,9,3,8,0,7,3,4,4,4,4,6.51
"1358",1358,30,"No","Travel_Rarely","Research & Development",1,3,"Medical",1,"Female",3,"Sales Executive","Divorced",103060,5,"Y",13,8,0,8,5,3,2,2,3,3,4,1,3,6.72
"1359",1359,30,"No","Travel_Rarely","Sales",9,3,"Medical",1,"Male",2,"Research Scientist","Single",39360,0,"Y",11,8,1,6,3,5,1,2,3,3,2,4,3,6.39
"1360",1360,41,"No","Travel_Frequently","Sales",10,2,"Medical",1,"Female",3,"Manufacturing Director","Divorced",79450,4,"Y",12,8,1,21,6,7,7,7,2,3,4,1,2,7.32
"1361",1361,41,"No","Travel_Rarely","Research & Development",10,4,"Medical",1,"Male",4,"Research Scientist","Married",57430,2,"Y",12,8,3,7,2,5,1,4,4,3,3,1,3,8.02
"1362",1362,19,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",5,"Manufacturing Director","Single",152020,1,"Y",18,8,3,1,2,1,0,0,2,3,2,2,3,6.38
"1363",1363,40,"No","Travel_Frequently","Research & Development",26,4,"Medical",1,"Male",2,"Manufacturing Director","Divorced",54400,1,"Y",12,8,1,20,2,20,2,13,3,3,2,2,3,7
"1364",1364,35,"No","Travel_Rarely","Sales",8,1,"Marketing",1,"Female",3,"Laboratory Technician","Married",37600,1,"Y",14,8,3,10,2,10,0,6,3,3,3,2,3,7.39
"1365",1365,53,"No","Travel_Rarely","Sales",14,2,"Life Sciences",1,"Female",5,"Manufacturing Director","Married",35170,2,"Y",12,8,1,13,1,7,4,5,2,3,2,3,1,10.89
"1366",1366,45,"No","Travel_Rarely","Sales",1,4,"Technical Degree",1,"Male",1,"Research Scientist","Divorced",25800,8,"Y",17,8,3,20,3,17,0,15,3,3,2,2,1,6.79
"1367",1367,32,"No","Travel_Frequently","Sales",2,2,"Life Sciences",1,"Female",1,"Manufacturing Director","Single",21660,1,"Y",19,8,1,9,4,9,3,7,1,3,2,4,3,7.91
"1368",1368,29,"No","Non-Travel","Research & Development",10,4,"Technical Degree",1,"Male",3,"Healthcare Representative","Married",58690,1,"Y",11,8,1,10,6,10,0,9,4,3,4,3,3,6.1
"1369",1369,51,"No","Travel_Rarely","Research & Development",1,3,"Other",1,"Female",3,"Research Director","Married",80080,2,"Y",15,8,1,10,4,1,0,0,3,3,2,3,3,7.57
"1370",1370,58,"No","Travel_Rarely","Sales",3,3,"Marketing",1,"Female",1,"Research Scientist","Married",52060,4,"Y",11,8,3,9,4,1,0,0,1,3,2,2,2,9.99
"1371",1371,40,"No","Travel_Rarely","Research & Development",11,2,"Technical Degree",1,"Male",4,"Laboratory Technician","Married",52950,7,"Y",18,8,0,15,4,12,2,11,3,3,3,4,2,6.2
"1372",1372,34,"No","Travel_Frequently","Sales",24,4,"Marketing",1,"Male",2,"Manufacturing Director","Married",164130,6,"Y",16,8,0,6,1,4,1,2,3,3,3,3,3,6.98
"1373",1373,22,"No","Travel_Rarely","Research & Development",3,3,"Medical",1,"Male",1,"Laboratory Technician","Married",132690,1,"Y",25,8,1,2,2,2,2,2,3,4,3,4,3,7.68
"1374",1374,27,"No","Non-Travel","Research & Development",3,3,"Medical",1,"Male",1,"Healthcare Representative","Divorced",27830,6,"Y",16,8,1,6,2,2,2,2,4,3,4,2,1,6.3
"1375",1375,28,"No","Travel_Rarely","Sales",4,4,"Life Sciences",1,"Male",2,"Healthcare Representative","Married",54330,1,"Y",13,8,1,5,4,5,0,2,2,3,3,4,1,6.53
"1376",1376,57,"No","Travel_Rarely","Research & Development",3,3,"Life Sciences",1,"Male",2,"Manufacturing Director","Divorced",20130,3,"Y",14,8,1,12,5,5,1,4,3,3,3,4,1,10.87
"1377",1377,27,"No","Non-Travel","Research & Development",2,3,"Life Sciences",1,"Male",1,"Manufacturing Director","Divorced",139660,1,"Y",19,8,0,1,1,1,0,1,3,3,3,3,2,10.61
"1378",1378,50,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Female",2,"Manufacturing Director","Single",43740,3,"Y",15,8,1,21,5,5,4,4,4,3,3,2,3,6.21
"1379",1379,41,"No","Travel_Rarely","Sales",7,4,"Marketing",1,"Male",4,"Laboratory Technician","Divorced",68420,4,"Y",12,8,1,13,3,9,1,8,3,3,1,3,3,6.19
"1380",1380,30,"No","Travel_Rarely","Human Resources",1,4,"Human Resources",1,"Female",1,"Manager","Married",174260,2,"Y",12,8,1,12,0,10,7,4,2,3,2,4,3,6.91
"1381",1381,38,"No","Travel_Rarely","Sales",1,1,"Medical",1,"Male",2,"Laboratory Technician","Single",176030,4,"Y",16,8,0,12,0,8,0,7,2,3,1,4,4,6.32
"1382",1382,32,"No","Travel_Rarely","Research & Development",20,3,"Medical",1,"Female",1,"Manufacturing Director","Single",45810,3,"Y",14,8,1,8,3,5,1,4,3,3,3,3,3,6.93
"1383",1383,27,"No","Travel_Rarely","Research & Development",5,4,"Medical",1,"Male",2,"Healthcare Representative","Married",47350,0,"Y",13,8,0,6,2,5,1,1,3,3,3,2,2,8.89
"1384",1384,19,"Yes","Travel_Frequently","Research & Development",10,2,"Life Sciences",1,"Male",2,"Healthcare Representative","Single",41870,0,"Y",22,8,1,1,4,0,0,0,3,4,3,1,4,7.51
"1385",1385,36,"No","Travel_Frequently","Sales",25,3,"Marketing",1,"Female",2,"Research Director","Single",55050,4,"Y",21,8,2,13,3,8,7,2,3,4,4,2,2,7.41
"1386",1386,30,"No","Non-Travel","Sales",1,3,"Medical",1,"Female",1,"Sales Executive","Divorced",54700,1,"Y",18,8,1,12,2,12,6,10,3,3,3,1,3,6.81
"1387",1387,45,"No","Travel_Rarely","Research & Development",24,2,"Medical",1,"Male",2,"Sales Executive","Divorced",54760,4,"Y",13,8,1,9,3,5,0,3,3,3,3,1,4,8.13
"1388",1388,56,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",4,"Manager","Divorced",25870,4,"Y",12,8,0,19,2,2,2,2,2,3,3,1,3,8.28
"1389",1389,33,"No","Travel_Rarely","Research & Development",2,2,"Medical",1,"Male",1,"Sales Executive","Single",24400,0,"Y",18,8,3,4,4,3,0,2,3,3,3,4,4,6.79
"1390",1390,19,"Yes","Travel_Rarely","Research & Development",8,2,"Life Sciences",1,"Male",2,"Sales Executive","Single",159720,1,"Y",21,8,0,1,2,1,1,0,3,4,2,4,2,7.21
"1391",1391,46,"No","Travel_Rarely","Research & Development",10,3,"Technical Degree",1,"Female",2,"Laboratory Technician","Divorced",153790,1,"Y",12,8,0,24,1,24,15,7,1,3,2,1,3,6.92
"1392",1392,38,"No","Travel_Rarely","Sales",4,4,"Life Sciences",1,"Male",1,"Manufacturing Director","Single",70820,1,"Y",14,8,0,2,3,2,2,1,4,3,3,4,3,7.93
"1393",1393,31,"No","Travel_Rarely","Sales",2,5,"Life Sciences",1,"Male",2,"Sales Representative","Married",27280,8,"Y",11,8,0,7,3,4,0,2,4,3,3,4,3,10.36
"1394",1394,34,"No","Travel_Rarely","Sales",9,3,"Marketing",1,"Female",2,"Manager","Single",53680,2,"Y",14,8,1,9,2,3,1,2,3,3,4,2,3,6.25
"1395",1395,41,"Yes","Travel_Rarely","Research & Development",18,4,"Life Sciences",1,"Male",5,"Laboratory Technician","Single",53470,1,"Y",24,8,1,4,1,4,0,2,3,4,2,2,2,10.12
"1396",1396,50,"No","Travel_Rarely","Sales",19,4,"Marketing",1,"Male",3,"Sales Executive","Married",31950,2,"Y",11,8,0,5,4,3,0,2,2,3,3,3,2,6.78
"1397",1397,53,"No","Travel_Rarely","Sales",1,2,"Life Sciences",1,"Male",1,"Manager","Divorced",39890,1,"Y",13,8,0,5,2,4,1,3,3,3,4,1,3,6.12
"1398",1398,33,"No","Travel_Rarely","Research & Development",4,3,"Life Sciences",1,"Male",1,"Human Resources","Married",33060,1,"Y",11,8,3,8,6,8,1,6,1,3,4,2,3,7.52
"1399",1399,40,"No","Travel_Rarely","Research & Development",11,3,"Life Sciences",1,"Female",2,"Sales Executive","Married",70050,1,"Y",20,8,2,21,2,20,9,9,3,4,4,3,3,6.21
"1400",1400,55,"No","Travel_Rarely","Research & Development",6,1,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",26550,8,"Y",17,8,0,36,0,24,2,15,2,3,3,2,3,6.1
"1401",1401,34,"No","Travel_Frequently","Human Resources",7,4,"Other",1,"Female",1,"Research Scientist","Married",13930,1,"Y",11,8,2,10,4,10,1,9,4,3,4,3,2,6.8
"1402",1402,51,"No","Travel_Rarely","Human Resources",4,2,"Human Resources",1,"Male",2,"Sales Representative","Single",25700,3,"Y",18,8,0,21,2,7,1,0,3,3,4,2,3,7.39
"1403",1403,52,"No","Travel_Rarely","Research & Development",2,4,"Medical",1,"Female",2,"Sales Representative","Married",35370,0,"Y",11,8,1,34,3,33,11,9,3,3,3,3,3,6.3
"1404",1404,27,"No","Travel_Rarely","Sales",15,3,"Marketing",1,"Male",1,"Research Scientist","Single",39860,1,"Y",12,8,2,7,3,7,0,3,3,3,4,2,2,7.53
"1405",1405,35,"Yes","Travel_Rarely","Research & Development",2,4,"Life Sciences",1,"Female",2,"Research Director","Married",108830,3,"Y",12,8,0,8,3,1,0,1,4,3,2,3,3,8.99
"1406",1406,43,"No","Non-Travel","Research & Development",6,2,"Medical",1,"Male",1,"Healthcare Representative","Divorced",20280,4,"Y",20,8,1,7,2,5,2,2,2,4,4,4,4,8.01
"1407",1407,45,"No","Non-Travel","Research & Development",9,2,"Medical",1,"Female",1,"Sales Executive","Married",95250,9,"Y",19,8,0,22,3,20,11,8,3,3,1,4,3,6.18
"1409",1409,35,"No","Travel_Frequently","Research & Development",1,3,"Other",1,"Male",2,"Research Director","Single",22750,5,"Y",13,8,0,10,2,6,1,2,4,3,2,2,3,6.09
"1410",1410,42,"No","Non-Travel","Research & Development",1,1,"Technical Degree",1,"Male",2,"Sales Executive","Divorced",78790,2,"Y",11,8,1,11,2,5,0,2,3,3,3,3,3,6.4
"1411",1411,38,"No","Travel_Rarely","Sales",8,2,"Marketing",1,"Male",5,"Research Scientist","Married",49300,9,"Y",14,8,0,14,0,1,0,0,3,3,4,3,3,6.29
"1412",1412,38,"No","Travel_Rarely","Human Resources",25,1,"Human Resources",1,"Female",1,"Manufacturing Director","Married",78470,3,"Y",14,8,1,9,3,7,1,7,4,3,4,4,1,7.26
"1413",1413,27,"No","Travel_Frequently","Research & Development",13,4,"Medical",1,"Male",1,"Manager","Married",44010,5,"Y",13,8,0,6,4,2,2,0,2,3,3,1,3,6.52
"1414",1414,49,"No","Non-Travel","Research & Development",23,1,"Other",1,"Female",2,"Sales Executive","Divorced",92410,1,"Y",19,8,1,7,5,7,1,7,3,3,4,4,3,9.59
"1415",1415,34,"No","Travel_Frequently","Research & Development",7,2,"Medical",1,"Male",4,"Sales Representative","Divorced",29740,1,"Y",23,8,0,5,2,5,2,0,3,4,4,3,4,10.51
"1416",1416,40,"No","Travel_Rarely","Research & Development",23,3,"Medical",1,"Female",1,"Laboratory Technician","Married",45020,8,"Y",12,8,2,15,0,7,3,7,2,3,3,4,4,10.4
"1417",1417,38,"Yes","Travel_Rarely","Sales",6,4,"Life Sciences",1,"Female",3,"Research Scientist","Married",107480,7,"Y",15,8,0,17,3,1,0,0,3,3,2,1,3,8.37
"1418",1418,29,"Yes","Travel_Rarely","Sales",10,2,"Life Sciences",1,"Female",2,"Research Scientist","Married",15550,1,"Y",19,8,2,10,2,10,1,9,3,3,2,4,2,6.71
"1419",1419,22,"No","Travel_Rarely","Research & Development",1,3,"Life Sciences",1,"Female",4,"Healthcare Representative","Divorced",129360,1,"Y",11,8,2,4,3,4,2,2,3,3,4,2,2,8.53
"1420",1420,36,"No","Travel_Frequently","Research & Development",1,3,"Life Sciences",1,"Female",2,"Laboratory Technician","Single",23050,1,"Y",17,8,0,8,3,8,1,7,3,3,2,4,3,7.5
"1421",1421,40,"No","Non-Travel","Research & Development",28,2,"Life Sciences",1,"Male",1,"Manufacturing Director","Married",167040,9,"Y",22,8,0,5,2,3,0,2,4,4,4,4,1,6.09
"1422",1422,46,"No","Travel_Rarely","Research & Development",25,1,"Medical",1,"Male",5,"Research Scientist","Divorced",34330,7,"Y",18,8,0,17,3,4,0,3,3,3,4,1,3,5.99
"1423",1423,32,"Yes","Travel_Rarely","Research & Development",5,3,"Medical",1,"Male",1,"Healthcare Representative","Married",34770,1,"Y",11,8,0,14,2,14,9,8,4,3,4,4,2,7.78
